s,x,y,kappa,altitude (m),altitude_smooth,gradient_rad,gradient_deg
43.99585295,-43.90799129,-2.7794075,-0.000512172,2.577,3.358111513128451,0.03264570765735534,1.8704612679843748
44.9957587,-44.90655118,-2.831272114,-0.00051621,2.665,3.390936309401119,0.032974866251319186,1.8893206662089634
45.99566445,-45.90514341,-2.882510281,-0.000518654,2.754,3.4240789413163126,0.03328066782846874,1.9068418059480772
46.9955702,-46.90376845,-2.933104519,-0.000519515,2.842,3.4575159547357806,0.033562967459475256,1.923016383362851
47.99547595,-47.90242675,-2.983038134,-0.000518813,2.931,3.491223763781209,0.03382163800815471,1.937837114086517
48.9953817,-48.90111807,-3.032307181,-0.000516577,3.02,3.5251786572016113,0.03405656656180309,1.9512975286976817
49.99528744,-49.89984169,-3.080917059,-0.000512843,3.108,3.5593568203074604,0.034267666616180886,1.9633926708685119
50.99519319,-50.89859689,-3.128873785,-0.000507656,3.197,3.5937343671095823,0.03445486589376572,1.9741183994020208
51.99509894,-51.89738272,-3.176188218,-0.000501064,3.286,3.6282873361850436,0.03461811003510576,1.9834715997310421
52.99500469,-52.89619809,-3.222874425,-0.000493126,3.396,3.662991730197296,0.034757369397334405,1.991450573444427
53.99491044,-53.89504184,-3.268948766,-0.000483901,3.506,3.6978235271093443,0.03487262798052111,1.998054403813683
54.99481619,-54.89391181,-3.314451077,-0.000473459,3.616,3.732758696167759,0.03496391277880186,2.003284637488873
55.99472194,-55.89280527,-3.359435211,-0.000461869,3.726,3.7677732682338663,0.03503128445591589,2.007144750246225
56.99462769,-56.89171957,-3.40395345,-0.000449206,3.837,3.8028433331042475,0.03507475468291053,2.0096354107874936
57.99453344,-57.89065292,-3.4480419,-0.000435542,3.948,3.837944944332678,0.03509433916675569,2.010757519055763
58.99443918,-58.88960393,-3.491727961,-0.000420952,4.059,3.8730542223771116,0.035090113078392486,2.0105153820287023
59.99434493,-59.88857129,-3.535038346,-0.000405509,4.17,3.9081473718093522,0.03506216783105594,2.008914237298869
60.99425068,-60.88755392,-3.577994886,-0.00038929,4.281,3.9432006961638115,0.035010614772409326,2.0059604646174276
61.99415643,-61.88655089,-3.620617048,-0.000372373,4.392,3.9781906225369936,0.03493558110718089,2.0016613522784406
62.99406218,-62.88556138,-3.662921271,-0.000354836,4.503,4.013093710022322,0.03483720511662437,1.9960248232141333
63.99396793,-63.88458549,-3.704902471,-0.000336759,4.615,4.047886663327219,0.034715647419135756,1.9890600801807077
64.99387368,-64.88362371,-3.746546189,-0.000318223,4.727,4.08254636409769,0.034571082684467215,1.9807771310177718
65.99377943,-65.88267637,-3.787841731,-0.000299304,4.839,4.117049867935682,0.034403697904631374,1.9711866895784516
66.99368518,-66.88174283,-3.828802508,-0.000280079,4.951,4.151374432251107,0.03421369625477922,1.9603003969414006
67.99359092,-67.88082204,-3.869451349,-0.000260616,5.063,4.18549752065541,0.03400136817439533,1.9481348940632892
68.99349667,-68.87991297,-3.909810671,-0.000240974,5.175,4.219396974485047,0.0337669639938422,1.9347045238173723
69.99340242,-69.87901474,-3.949900459,-0.000221196,5.288,4.253050760433838,0.03351066086105723,1.9200194360328124
70.99330817,-70.87812653,-3.989739847,-0.000201308,5.4,4.2864370758753605,0.03323270673391625,1.9040938376493914
71.99321392,-71.87724742,-4.029350127,-0.000181319,5.513,4.319534386461139,0.032933369421411424,1.8869430729920764
72.99311967,-72.8763761,-4.068763433,-0.000161223,5.626,4.352321428039809,0.03261293241807041,1.868583385100817
73.99302542,-73.87551114,-4.108015288,-0.000140998,5.739,4.38477723623792,0.032271690613044,1.8490316698793776
74.99293117,-74.87465132,-4.147135996,-0.000120611,5.852,4.416881139770955,0.031909945991073524,1.8283052297789137
75.99283692,-75.87379634,-4.186132491,-0.000100016,5.965,4.4486127814003735,0.03152801621441105,1.80642226550578
76.99274266,-76.87294619,-4.225005178,-7.92e-05,6.079,4.47995212809153,0.03112622454525393,1.7834012986195602
77.99264841,-77.87210064,-4.263759625,-5.8e-05,6.193,4.510879473044233,0.030704906495090046,1.7592615525124886
78.99255416,-78.87125865,-4.302422001,-3.66e-05,6.306,4.5413754575467244,0.030264404149238384,1.7340226272295762
79.99245991,-79.87041901,-4.341023614,-1.47e-05,6.42,4.571421061667647,0.029805068674285666,1.7077046431341483
80.99236566,-80.86958059,-4.379593703,7.42e-06,6.535,4.600997632648633,0.029327261751985616,1.6803283230642203
81.99227141,-81.86874253,-4.418154145,2.99e-05,6.649,4.630086877207424,0.028831348641241067,1.6519145948133538
82.99217716,-82.86790407,-4.456725174,5.28e-05,6.735,4.658670876338015,0.028317702585765336,1.622484843671052
83.99208291,-83.86706423,-4.49533212,7.59e-05,6.715,4.686732086420166,0.027786704398020952,1.5920608885842034
84.99198866,-84.86622139,-4.534016514,9.92e-05,6.696,4.714253353170892,0.027238739618943977,1.5606648194212742
85.9918944,-85.86537381,-4.572823088,0.000122398,6.676,4.741217906781974,0.026674165157906556,1.5283170855829566
86.99180015,-86.86452017,-4.611785518,0.000145569,6.656,4.767609310191781,0.026093356707353316,1.4950392126607233
87.9917059,-87.86366035,-4.650906004,0.00016888,6.635,4.7934115477142365,0.025496750379620837,1.4608561880508535
88.99161165,-88.86279448,-4.690181197,0.000192826,6.614,4.8186090566703825,0.024884774084533337,1.425792529180287
89.9915174,-89.86192233,-4.729615569,0.000218057,6.593,4.843186679977335,0.024257836411928524,1.3898716465222767
90.99142315,-90.86104292,-4.769233526,0.000245208,6.572,4.867129674465391,0.023616347441727775,1.3531170359255804
91.9913289,-91.86015511,-4.809062597,0.00027477,6.55,4.890423705370623,0.022960715613830302,1.3155520992726077
92.99123465,-92.85925785,-4.849127836,0.000306992,6.528,4.9130548483809315,0.02229135395034092,1.27720050098681
93.9911404,-93.85835033,-4.88944862,0.000341814,6.506,4.935009596571817,0.021608678388622078,1.2380860725235976
94.99104614,-94.85743174,-4.930043629,0.000378848,6.483,4.956274858893899,0.020913105592178682,1.1982326869432787
95.99095189,-95.85650064,-4.970945579,0.000417493,6.46,4.976837963594559,0.020205053312993607,1.1576642796713552
96.99085764,-96.85555436,-5.012216085,0.000457124,6.437,4.996686656310704,0.019484938530659926,1.1164047418786534
97.99076339,-97.85459006,-5.05392015,0.000497244,6.413,5.015809099833755,0.0187531777021072,1.074477934789586
98.99066914,-98.85360558,-5.096105393,0.00053749,6.389,5.034193873711011,0.018010196388598337,1.0319082412684417
99.99057489,-99.85260005,-5.138787201,0.000577561,6.365,5.051829992438201,0.01725641243437552,0.988719602026792
100.9904806,-100.8515727,-5.181977527,0.000617151,6.34,5.06870687092725,0.016492227770362473,0.9449350460102216
101.9903864,-101.8505226,-5.225693258,0.00065595,6.315,5.084814329922452,0.015718051148644396,0.9005779929880796
102.9902921,-102.8494481,-5.269959529,0.000693655,6.29,5.100142599221495,0.014934293960177173,0.8556720139258683
103.9901979,-103.8483477,-5.314801902,0.000729993,6.264,5.114682323278821,0.014141367581859908,0.8102406789836955
104.9901036,-104.847221,-5.360226254,0.000764712,6.238,5.128424554021424,0.013339678677891655,0.7643072883038458
105.9900094,-105.8460691,-5.406208754,0.000797585,6.212,5.141360748572771,0.012529632756490662,0.7178950757957829
106.9899151,-106.844893,-5.452724048,0.0008284,6.185,5.153482769022921,0.011711631290180928,0.6710270441407223
107.9898209,-107.8436914,-5.499787484,0.000856962,6.158,5.164782874398035,0.010886070289079374,0.6237258830470082
108.9897266,-108.8424596,-5.547469873,0.0008831,6.131,5.1752537175834545,0.010053342480998503,0.5760140941607942
109.9896324,-109.8411927,-5.59584297,0.000906666,6.103,5.184888341660686,0.00921385711602181,0.5279151257846303
110.9895381,-110.8398932,-5.644873487,0.000927545,6.074,5.193680216446591,0.008368016262017894,0.47945201471046456
111.9894439,-111.8385724,-5.694398767,0.000945653,6.046,5.201623187427399,0.0075161982961263075,0.43064644035145794
112.9893496,-112.8372404,-5.744277261,0.000960941,6.017,5.208711479291428,0.006658781339981753,0.38152006748142137
113.9892554,-113.8358576,-5.795182699,0.000973395,6.008,5.214939691742794,0.005796126071691728,0.3320935614336772
114.9891611,-114.8343293,-5.848694852,0.000983033,6.025,5.220302768668759,0.004928592035567497,0.28238752257980887
115.9890669,-115.8325619,-5.90636662,0.000989909,6.042,5.2247960265812665,0.0040565620213946,0.23242388315896856
116.9889726,-116.8305604,-5.968070654,0.000994113,6.059,5.228415172548072,0.0031805512425168783,0.18223216272130707
117.9888784,-117.828427,-6.032013416,0.000995762,6.076,5.231156550979895,0.00230094734607685,0.13183457181203112
118.9887841,-118.8262643,-6.096394149,0.000995,6.092,5.233016641632263,0.001417961180343426,0.0812431911470669
119.9886899,-119.8241065,-6.160611155,0.000991994,6.109,5.23399220795537,0.0005319108122161545,0.03047624461736132
120.9885956,-120.8219265,-6.225125954,0.000986929,6.124,5.2340803630918264,-0.00035685587828818095,-0.02044633572034696
121.9885014,-121.8196966,-6.290416331,0.000980006,6.14,5.233278563435833,-0.001247989891041356,-0.07150455363166117
122.9884071,-122.8174075,-6.356632545,0.000971431,6.155,5.231584617260148,-0.002141140925048392,-0.1226783383480098
123.9883129,-123.815065,-6.423662288,0.000961413,6.17,5.228996678647388,-0.003035964463601732,-0.1739479505160781
124.9882186,-124.812675,-6.49139267,0.000950171,6.185,5.225513241958783,-0.003932116404243174,-0.225293674517291
125.9881244,-125.810238,-6.559803983,0.000937956,6.199,5.221133146515364,-0.0048292556904270196,-0.27669596925100465
126.9880301,-126.8077504,-6.628944043,0.000925059,6.214,5.2158555658146675,-0.005727050843339913,-0.3281358423802158
127.9879359,-127.8052089,-6.698857309,0.00091179,6.227,5.2096799991598095,-0.006625176227195688,-0.3795946363487187
128.9878416,-128.8026141,-6.769530414,0.000898469,6.241,5.202606268355133,-0.007523306674733749,-0.43105372044484547
129.9877474,-129.7999689,-6.840912129,0.000885369,6.254,5.194634520093822,-0.008421113222567557,-0.4824942464549329
130.9876531,-130.7972763,-6.912954473,0.000872619,6.267,5.185765231193078,-0.009318274552082478,-0.5338978041784836
131.9875589,-131.7945361,-6.985649903,0.000860033,6.279,5.1759991881111675,-0.010214473012488314,-0.5852461935658603
132.9874646,-132.7917468,-7.059014787,0.000847071,6.291,5.165337500145758,-0.011109387970204986,-0.636521043666154
133.9873704,-133.788907,-7.133064633,0.000832974,6.303,5.153781592262077,-0.012002703329575192,-0.6877042435322792
134.9872761,-134.7860157,-7.207804315,0.000817071,6.315,5.141333203259673,-0.012894105415846175,-0.7387778209247631
135.9871818,-135.7830725,-7.28323303,0.000799058,6.326,5.127994384133334,-0.013783279561329362,-0.7897237467131012
136.9870876,-136.7800769,-7.359353796,0.000779082,6.336,5.113767496629855,-0.014669918933993786,-0.8405244407168996
137.9869933,-137.7770254,-7.436200679,0.000757625,6.347,5.098655206854107,-0.015553712767234851,-0.8911620973213016
138.9868991,-138.7739139,-7.513822665,0.000735281,6.357,5.082660494482068,-0.016434350730533905,-0.941618935897334
139.9868048,-139.7707383,-7.592264112,0.000712565,6.366,5.065786644081347,-0.017311525999054816,-0.991877376676837
140.9867106,-140.767497,-7.671535808,0.00068978,6.376,5.048037246902803,-0.018184929825695327,-1.041919729753914
141.9866163,-141.7641897,-7.751634024,0.000666938,6.385,5.029416203066846,-0.019054255158964414,-1.0917284023740363
142.9865221,-142.7608156,-7.832558468,0.000643825,6.393,5.009927716125983,-0.019919196567517637,-1.1412858946102367
143.9864278,-143.7573723,-7.914330923,0.000620176,6.401,4.98957629540927,-0.020779447399077382,-1.1905746365812295
144.9863336,-144.7538565,-7.99698176,0.000595904,6.377,4.968366756275767,-0.021634700848699343,-1.2395770496585725
145.9862393,-145.7502652,-8.080539115,0.000571207,6.333,4.946304220329099,-0.02248464866702032,-1.2882754724547167
146.9861451,-146.7465962,-8.165018454,0.000546517,6.289,4.9233941182622045,-0.02332898491106717,-1.336652375728529
147.9860508,-147.7428475,-8.250430818,0.000522305,6.245,4.899642182573751,-0.0241674278259814,-1.3846916161157607
148.9859566,-148.7390174,-8.33678493,0.000498936,6.201,4.875054406632992,-0.024999667081517327,-1.432375413003079
149.9858623,-149.7351056,-8.424077895,0.00047664,6.158,4.849637142974761,-0.02582536704363487,-1.479684535976526
150.9857681,-150.7311122,-8.512303174,0.00045558,6.114,4.823397055833891,-0.02664421671442538,-1.5266011661684993
151.9856738,-151.7270351,-8.601475234,0.000435925,6.071,4.796341119514381,-0.027455904207166523,-1.5731074337861224
152.9855796,-152.7228624,-8.691703033,0.000417849,6.028,4.7684766220012325,-0.028260120354917588,-1.619185624868528
153.9854853,-153.7185795,-8.783122081,0.000401528,5.984,4.739811156111418,-0.02905655227303082,-1.6648178124459247
154.9853911,-154.7141835,-8.875751008,0.000387117,5.941,4.710352635992282,-0.029844883298398205,-1.7099858530586967
155.9852968,-155.7097182,-8.969137063,0.000374752,5.899,4.680109288398444,-0.03062480053811595,-1.7546718192640163
156.9852026,-156.7052392,-9.06270868,0.000364558,5.856,4.649089654084022,-0.031395986107496436,-1.7988574976109115
157.9851083,-157.7008118,-9.155764711,0.00035665,5.813,4.617302596618942,-0.0321581221434391,-1.842524675885257
158.9850141,-158.6965366,-9.247134859,0.000351134,5.771,4.584757293748386,-0.032910889256793134,-1.8856550544366892
159.9849198,-159.6925219,-9.335542892,0.000348098,5.729,4.551463249307858,-0.03365396541121537,-1.9282301819418945
160.9848256,-160.688815,-9.420423157,0.00034761,5.688,4.517430286827836,-0.03438702861421918,-1.9702316095903551
161.9847313,-161.685265,-9.503511551,0.000349712,5.647,4.482668556061421,-0.03510975428333789,-2.011640740176625
162.9846371,-162.6816812,-9.587008493,0.000354418,5.606,4.447188531861241,-0.0358218177616334,-2.0524389722283636
163.9845428,-163.6779283,-9.672472481,0.000361713,5.565,4.4110010156693535,-0.036522893256785004,-2.092607639220595
164.9844486,-164.6740308,-9.759606487,0.000371551,5.524,4.374117136515953,-0.037212654132682696,-2.1321280262827793
165.9843543,-165.6700424,-9.847780583,0.000383849,5.483,4.336548351922537,-0.03789077671225108,-2.170981588084572
166.9842601,-166.6659999,-9.936557527,0.00039849,5.442,4.2983064412811345,-0.03855693260441023,-2.2091495092030637
167.9841658,-167.6618973,-10.02599901,0.000415318,5.402,4.259403522118705,-0.03921078883800393,-2.246612711796302
168.9840716,-168.6577218,-10.11624616,0.000434141,5.362,4.219852043205106,-0.03985201446339591,-2.2833522338469
169.9839773,-169.6534662,-10.20737629,0.00045473,5.321,4.179664787590759,-0.04048028461286677,-2.3193494618056336
170.9838831,-170.6491362,-10.29931834,0.000476816,5.282,4.138854857573416,-0.041095269093439815,-2.354585477008514
171.9837888,-171.6447395,-10.3919804,0.000500093,5.242,4.097435700576011,-0.041696631244228836,-2.389040990207635
172.9836946,-172.6402808,-10.48530616,0.000524214,5.202,4.055421096396951,-0.042284040848757365,-2.422697081392568
173.9836003,-173.6357577,-10.57931383,0.000548801,5.163,4.012825157213823,-0.042857167878014954,-2.455534841293899
174.9835061,-174.6311673,-10.6740308,0.000573446,5.123,3.96966232735659,-0.04341568159146792,-2.487535319874933
175.9834118,-175.6265079,-10.76947118,0.00059771,5.055,3.9259473851021114,-0.04395925611684655,-2.518679846029955
176.9833176,-176.62178,-10.86562393,0.000621088,4.977,3.881695431256599,-0.04448756815243258,-2.5489498959350003
177.9832233,-177.6169843,-10.9624754,0.000643004,4.9,3.836921895540323,-0.04500040185827964,-2.57833310287209
178.9831291,-178.6121206,-11.06002411,0.000662815,4.823,3.7916423149686658,-0.04549754640733545,-2.606817387340923
179.9830348,-179.6071863,-11.1582894,0.000679839,4.746,3.745872545478732,-0.045978569424853705,-2.6343779760933663
180.9829405,-180.6021788,-11.25729233,0.000693402,4.671,3.6996289989356783,-0.046443029773334275,-2.660989593812478
181.9828463,-181.5970972,-11.35703778,0.000702962,4.596,3.6529284053888906,-0.04689062268809811,-2.686634778768405
182.982752,-182.591943,-11.45750568,0.000708324,4.521,3.605787805193428,-0.04732103591733311,-2.7112956402501673
183.9826578,-183.5867178,-11.55867416,0.000709769,4.447,3.5582245535199672,-0.047733958982370046,-2.73495438914039
184.9825635,-184.5814216,-11.66053731,0.000708036,4.374,3.510256316908564,-0.048129088816276595,-2.75759366098294
185.9824693,-185.5760524,-11.76311157,0.000704124,4.302,3.4619010618588377,-0.04850612375770884,-2.7791961718559697
186.982375,-186.5706077,-11.86641461,0.000699073,4.23,3.413177063404426,-0.04886476780761238,-2.7997449622629222
187.9822808,-187.5650867,-11.9704496,0.000693813,4.159,3.3641028851534887,-0.049204732124942724,-2.819223482830997
188.9821865,-188.5594905,-12.07520121,0.000689061,4.088,3.314697384846343,-0.049525729147750726,-2.83761525747416
189.9820923,-189.5538204,-12.18065326,0.000685234,4.018,3.2649797061626633,-0.049827478198589556,-2.8549042045593036
190.981998,-190.5480762,-12.28679989,0.000682428,3.949,3.2149692730244666,-0.05010970432193931,-2.8710745702955833
191.9819038,-191.542257,-12.39364706,0.0006805,3.88,3.164685783715377,-0.05037213876753376,-2.8861109564270007
192.9818095,-192.5363616,-12.50120069,0.000679246,3.813,3.1141492041964005,-0.050614520707469905,-2.899998418615535
193.9817153,-193.5303909,-12.60944812,0.00067849,3.746,3.063379758764408,-0.05083659238961698,-2.9127221887519332
194.981621,-194.524348,-12.71835724,0.000678084,3.679,3.012397933067129,-0.051038104639873016,-2.924267990211788
195.9815268,-195.5182359,-12.82789598,0.000677834,3.613,2.96122445371279,-0.05121881970053012,-2.9346222004818907
196.9814325,-196.5120554,-12.93805262,0.000677502,3.548,2.9098802855765897,-0.05137850279473326,-2.9437713678393207
197.9813383,-197.5058054,-13.04883494,0.000676845,3.484,2.8583866283072115,-0.05151692895801439,-2.9517026027695183
198.981244,-198.4994845,-13.16025101,0.000675658,3.421,2.8067648999200947,-0.051633884534473554,-2.958403663691148
199.9811498,-199.4930924,-13.2723004,0.000673778,3.358,2.7550367302883947,-0.05172912823222519,-2.963860725597536
200.9810555,-200.4866296,-13.38497526,0.000671063,3.296,2.703224022812096,-0.051802431425552554,-2.968060689200026
201.9809613,-201.4800965,-13.49826828,0.000667374,3.234,2.6513488670849794,-0.0518536521345387,-2.9709954196485997
202.980867,-202.4734922,-13.61218393,0.000662576,3.174,2.599433452205654,-0.051882654109543194,-2.9726571104139015
203.9807728,-203.4668147,-13.7267361,0.000656535,3.114,2.547500141681489,-0.05188927045870624,-2.973036199296729
204.9806785,-204.4600621,-13.84193814,0.000649131,3.055,2.495571459665898,-0.05187334936760518,-2.9721239879713948
205.9805843,-205.4532335,-13.95779279,0.000640252,2.997,2.4436700741774104,-0.051834749108196784,-2.9699123560191834
206.98049,-206.4463292,-14.07429513,0.000629798,2.887,2.3918187933375954,-0.05177333446937166,-2.9663935564141832
207.9803958,-207.4393496,-14.19143602,0.000617681,2.765,2.3400405557415236,-0.051688988857604534,-2.9615609088394783
208.9803015,-208.4323013,-14.309158,0.000603823,2.644,2.2883584024269834,-0.05158160681556593,-2.95540837103517
209.9802073,-209.4251947,-14.42737175,0.000588155,2.522,2.236795482243802,-0.0514510916570523,-2.947930403289858
210.980113,-210.4180381,-14.54600596,0.000570629,2.401,2.185375028563978,-0.05129743419343636,-2.9391264791339795
211.9800188,-211.4108161,-14.66518538,0.000551207,2.279,2.1341202067977934,-0.05112058303809152,-2.928993654330708
212.9799245,-212.4034991,-14.78515248,0.000529874,2.158,2.083054351165242,-0.05092041897004227,-2.9175250980213163
213.9798303,-213.3960588,-14.90613808,0.000506625,2.036,2.0322008636090803,-0.0506968909464645,-2.9047178856674094
214.979736,-214.388481,-15.02824835,0.000481477,1.915,1.9815831778545423,-0.05044997038506428,-2.890570379624176
215.9796418,-215.3807592,-15.1515209,0.000454461,1.794,1.9312247500003263,-0.05017964562893881,-2.8750819120002835
216.9795475,-216.3728911,-15.27596238,0.000425626,1.673,1.8811490336866674,-0.04988592072526828,-2.8582527146820755
217.9794533,-217.3649077,-15.40132107,0.000395043,1.552,1.8313794731466986,-0.04956880649511103,-2.8400834076705244
218.979359,-218.3568568,-15.52721447,0.000362802,1.431,1.7819394962906256,-0.04922833475153861,-2.8205758137203643
219.9792648,-219.3487821,-15.65329464,0.000329012,1.31,1.7328524792666753,-0.04886455487822348,-2.799732762307604
220.9791705,-220.3406927,-15.77948806,0.000293794,1.189,1.6841417464222885,-0.0484775264021005,-2.777557664074377
221.9790763,-221.3325819,-15.90584883,0.000257284,1.069,1.6358305497724848,-0.04806743661906952,-2.754061250285267
222.978982,-222.3244443,-16.03242032,0.000219631,0.948,1.5879418332054482,-0.047634400913175654,-2.7292501319590796
223.9788877,-223.3162845,-16.15916663,0.000181004,0.827,1.540498617017468,-0.04717840344094603,-2.703123401331688
224.9787935,-224.3081112,-16.28601819,0.000141586,0.706,1.4935238571568128,-0.046699546185878765,-2.675686901627114
225.9786992,-225.2999328,-16.41291029,0.000101558,0.585,1.447040378238068,-0.04619796539905757,-2.6469484394574088
226.978605,-226.2917534,-16.53980929,6.11e-05,0.464,1.4010708526447648,-0.045673820640011964,-2.616917156910194
227.9785107,-227.2835759,-16.66669353,2.02e-05,0.344,1.3556377793759635,-0.04512728332610871,-2.5856028754771208
228.9784165,-228.2754035,-16.79353789,-2.08e-05,0.223,1.3107634813590907,-0.04455854056436841,-2.553016315600787
229.9783222,-229.267242,-16.92029715,-6.19e-05,0.102,1.2664700766452677,-0.043967798043235376,-2.5191692623609465
230.978228,-230.259098,-17.04691904,-0.000102529,-0.019,1.222779469957469,-0.04335527593637279,-2.484074330779259
231.9781337,-231.250978,-17.17335392,-0.000142468,-0.14,1.1797133321246243,-0.04272120868582209,-2.44774495339524
232.9780395,-232.2428863,-17.29956568,-0.000181557,-0.261,1.1372930920942996,-0.04206584794658176,-2.410195548978195
233.9779452,-233.234827,-17.42552254,-0.000219944,-0.382,1.0955399104980441,-0.04138946120658903,-2.3714414434579996
234.977851,-234.2268043,-17.55119123,-0.000258089,-0.502,1.0544746744607087,-0.04069233141766845,-2.331498848780004
235.9777567,-235.2188232,-17.67653151,-0.000296741,-0.623,1.0141179719364892,-0.039974759693607566,-2.2903850174933895
236.9776625,-236.2108888,-17.8015011,-0.000336857,-0.744,0.974490081145107,-0.03923705639236964,-2.248117731799588
237.9775682,-237.2030057,-17.92606257,-0.000379428,-0.792,0.9356109628016998,-0.038479552392577415,-2.204715949647215
238.977474,-238.195176,-18.05019881,-0.000425241,-0.824,0.897500226995564,-0.03770259507074602,-2.1601995742444884
239.9773797,-239.1874009,-18.17389808,-0.0004747,-0.858,0.8601771335091526,-0.03690654046477175,-2.114589005060213
240.9772855,-240.1796819,-18.29714613,-0.000527801,-0.891,0.8236605744195516,-0.03609176337362905,-2.06790571649379
